Gene_symbol	current_dataset	previous_dataset
RNU6-1299P	NA	All Cohorts
RNU4-61P	NA	All Cohorts
MIR3127	NA	All Cohorts
RNA5SP90	NA	All Cohorts
MIR4443	NA	All Cohorts
MIR544B	NA	All Cohorts
RNU6-948P	NA	All Cohorts
MIR4326	NA	All Cohorts
MIR5187	NA	All Cohorts
RNU6-1224P	NA	All Cohorts
RNU6-1196P	NA	All Cohorts
MIR4757	NA	All Cohorts
MIR3915	NA	All Cohorts
MIR4780	NA	All Cohorts
MIR193B	NA	All Cohorts
RNU6-822P	NA	All Cohorts
RNU6-264P	NA	All Cohorts
RNU6-545P	NA	All Cohorts
MIR6770-2	NA	All Cohorts
RNU6-468P	NA	All Cohorts
RNA5SP186	NA	All Cohorts
RNU7-181P	NA	All Cohorts
MIR8073	NA	All Cohorts
MIR6810	NA	All Cohorts
RNU6-992P	NA	All Cohorts
RNU6-528P	NA	All Cohorts
RNU6-956P	NA	All Cohorts
RNU6-410P	NA	All Cohorts
MIR4525	NA	All Cohorts
RNU7-49P	NA	All Cohorts
RNU6-934P	NA	All Cohorts
RNU6-306P	NA	All Cohorts
MIR6846	NA	All Cohorts
RNU6-1102P	NA	All Cohorts
MIR5692C2	NA	All Cohorts
MIR4645	NA	All Cohorts
MIR124-3	NA	All Cohorts
MIR6855	NA	All Cohorts
MIR4717	NA	All Cohorts
RNU6-237P	NA	All Cohorts
RNU6-819P	NA	All Cohorts
MIR7155	NA	All Cohorts
MIR6779	NA	All Cohorts
RNU6-1336P	NA	All Cohorts
RNU6-669P	NA	All Cohorts
MIR6775	NA	All Cohorts
MIR128-1	NA	All Cohorts
RNU6-991P	NA	All Cohorts
RNU6-939P	NA	All Cohorts
SNORD126	NA	All Cohorts
MIR4435-1	NA	All Cohorts
MIR6780A	NA	All Cohorts
RNU7-43P	NA	All Cohorts
RNU6-970P	NA	All Cohorts
MIR4710	NA	All Cohorts
MIR920	NA	All Cohorts
MIR548E	NA	All Cohorts
MIR7159	NA	All Cohorts
RNU6-871P	NA	All Cohorts
RNU6-1258P	NA	All Cohorts
SNORD115-25	NA	All Cohorts
MIR4758	NA	All Cohorts
MIR6836	NA	All Cohorts
MIR3140	NA	All Cohorts
RNU7-200P	NA	All Cohorts
MIR4295	NA	All Cohorts
MIR4511	NA	All Cohorts
RNU6-547P	NA	All Cohorts
RNU6-709P	NA	All Cohorts
CST9LP2	NA	All Cohorts
MIR4298	NA	All Cohorts
RNU6-1277P	NA	All Cohorts
RNU6-358P	NA	All Cohorts
RNU6-120P	NA	All Cohorts
MIR4795	NA	All Cohorts
SNORD114-3	NA	All Cohorts
RNU7-75P	NA	All Cohorts
MIR1293	NA	All Cohorts
RNA5SP384	NA	All Cohorts
MIR4321	NA	All Cohorts
MIR4469	NA	All Cohorts
MIR4504	NA	All Cohorts
RNU6ATAC36P	NA	All Cohorts
MIR668	NA	All Cohorts
RNU6-663P	NA	All Cohorts
RNU6-740P	NA	All Cohorts
MIR323B	NA	All Cohorts
RNU6-390P	NA	All Cohorts
RNA5SP158	NA	All Cohorts
MIR6856	NA	All Cohorts
MIR548AO	NA	All Cohorts
MIR4268	NA	All Cohorts
MIR4684	NA	All Cohorts
MIR7975	NA	All Cohorts
MIR627	NA	All Cohorts
MIR6873	NA	All Cohorts
MIR6885	NA	All Cohorts
TRAJ25	NA	All Cohorts
RNU6-910P	NA	All Cohorts
MIR4254	NA	All Cohorts
MIR4499	NA	All Cohorts
RNU6-630P	NA	All Cohorts
MIR1268A	NA	All Cohorts
MIR3689D2	NA	All Cohorts
RNU5F-2P	NA	All Cohorts
IGHD5OR15-5B	NA	All Cohorts
MIR185	NA	All Cohorts
MIR6880	NA	All Cohorts
HLA-Z	NA	All Cohorts
RNA5SP87	NA	All Cohorts
MIR3168	NA	All Cohorts
MIR378B	NA	All Cohorts
TRAJ59	NA	All Cohorts
RNU7-97P	NA	All Cohorts
RNU6-1200P	NA	All Cohorts
MIR4505	NA	All Cohorts
MIR4482	NA	All Cohorts
MIR323A	NA	All Cohorts
MIR154	NA	All Cohorts
RNU6-777P	NA	All Cohorts
RNY1P1	NA	All Cohorts
RNU6-1276P	NA	All Cohorts
MIR6874	NA	All Cohorts
RNU6-68P	NA	All Cohorts
MIR1286	NA	All Cohorts
MIR6811	NA	All Cohorts
TRDD3	NA	All Cohorts
MIR5571	NA	All Cohorts
MIR6893	NA	All Cohorts
RNU6-92P	NA	All Cohorts
MIR4323	NA	All Cohorts
MIR5706	NA	All Cohorts
RNU6-1007P	NA	All Cohorts
TRAJ60	NA	All Cohorts
RNU6-1094P	NA	All Cohorts
RNU7-171P	NA	All Cohorts
RNU6-938P	NA	All Cohorts
SNORD113-3	NA	All Cohorts
MIR4792	NA	All Cohorts
RNA5SP80	NA	All Cohorts
MIR6860	NA	All Cohorts
AF246928.1	NA	All Cohorts
RNU6-252P	NA	All Cohorts
MIR6822	NA	All Cohorts
MIR655	NA	All Cohorts
RNU7-186P	NA	All Cohorts
MIR4472-1	NA	All Cohorts
snoZ6	NA	All Cohorts
RNU6-89P	NA	All Cohorts
RNU6-659P	NA	All Cohorts
RNU6-362P	NA	All Cohorts
SNORD115-12	NA	All Cohorts
RNU6-201P	NA	All Cohorts
RNU6-668P	NA	All Cohorts
MIR5095	NA	All Cohorts
RNU2-53P	NA	All Cohorts
MIR5739	NA	All Cohorts
MIR153-2	NA	All Cohorts
RPS29P24	NA	All Cohorts
RNU6-270P	NA	All Cohorts
MIR6795	NA	All Cohorts
MIR4419A	NA	All Cohorts
RNU6-1332P	NA	All Cohorts
MIR369	NA	All Cohorts
MIR4531	NA	All Cohorts
MIR3606	NA	All Cohorts
RNU6-835P	NA	All Cohorts
RPS29P26	NA	All Cohorts
MIR4465	NA	All Cohorts
RNU6-1294P	NA	All Cohorts
MIR548P	NA	All Cohorts
RNU6-104P	NA	All Cohorts
RNU6-452P	NA	All Cohorts
MIR548Q	NA	All Cohorts
MIR6861	NA	All Cohorts
MIR1193	NA	All Cohorts
RNU6-150P	NA	All Cohorts
MIR4686	NA	All Cohorts
RNU6-1080P	NA	All Cohorts
RNU6-311P	NA	All Cohorts
MIR4521	NA	All Cohorts
RNU6-552P	NA	All Cohorts
MIR5696	NA	All Cohorts
MIR4752	NA	All Cohorts
MIR5698	NA	All Cohorts
RNU7-143P	NA	All Cohorts
MIR196A1	NA	All Cohorts
MIR511	NA	All Cohorts
RNU6-1107P	NA	All Cohorts
MIR4515	NA	All Cohorts
MIR95	NA	All Cohorts
RNU6-913P	NA	All Cohorts
RNA5SP338	NA	All Cohorts
MIR3175	NA	All Cohorts
MIR365A	NA	All Cohorts
MIR4418	NA	All Cohorts
RNU6-1078P	NA	All Cohorts
SNORD112	NA	All Cohorts
MIR1268B	NA	All Cohorts
RNA5SP125	NA	All Cohorts
RNU7-45P	NA	All Cohorts
MIR5684	NA	All Cohorts
MIR33A	NA	All Cohorts
RNU6-421P	NA	All Cohorts
RNU6-634P	NA	All Cohorts
MIR5692C1	NA	All Cohorts
MIR4464	NA	All Cohorts
RNU6-486P	NA	All Cohorts
RNA5SP181	NA	All Cohorts
MIR6863	NA	All Cohorts
RNU6-240P	NA	All Cohorts
MIR4658	NA	All Cohorts
MIR99B	NA	All Cohorts
MIR6823	NA	All Cohorts
MIR4801	NA	All Cohorts
RNU6-1307P	NA	All Cohorts
MIR543	NA	All Cohorts
SNORD114-7	NA	All Cohorts
RNU6-170P	NA	All Cohorts
RNU6-947P	NA	All Cohorts
RNU6-63P	NA	All Cohorts
MIR1266	NA	All Cohorts
RNU6-340P	NA	All Cohorts
MIR4655	NA	All Cohorts
snoZ196	NA	All Cohorts
RNU5D-2P	NA	All Cohorts
RNU6-965P	NA	All Cohorts
IGHVII-46-1	NA	All Cohorts
MIR4695	NA	All Cohorts
SNORD115-40	NA	All Cohorts
SNORD79	NA	All Cohorts
MIR6859-3	NA	All Cohorts
RNU6-1273P	NA	All Cohorts
RNU6-626P	NA	All Cohorts
MIR4253	NA	All Cohorts
MIR26A1	NA	All Cohorts
MIR487B	NA	All Cohorts
MIR4689	NA	All Cohorts
AC009237.13	NA	All Cohorts
MIR4309	NA	All Cohorts
RNU6-165P	NA	All Cohorts
MIR548AL	NA	All Cohorts
RNA5SP113	NA	All Cohorts
RNU6-803P	NA	All Cohorts
RNU6ATAC22P	NA	All Cohorts
RNU6-575P	NA	All Cohorts
MIR1471	NA	All Cohorts
RNU7-28P	NA	All Cohorts
MIR485	NA	All Cohorts
RNU6-275P	NA	All Cohorts
MIR4442	NA	All Cohorts
MIR3181	NA	All Cohorts
RNU6-857P	NA	All Cohorts
SNORD74	NA	All Cohorts
MIR1910	NA	All Cohorts
MIR3197	NA	All Cohorts
MIR3670-1	NA	All Cohorts
MIR1233-2	NA	All Cohorts
RNA5SP89	NA	All Cohorts
RNU4-63P	NA	All Cohorts
RNU6-215P	NA	All Cohorts
MIR596	NA	All Cohorts
MIR422A	NA	All Cohorts
RNU6-1126P	NA	All Cohorts
RNU6-114P	NA	All Cohorts
RNU6-373P	NA	All Cohorts
MIR6771	NA	All Cohorts
MIR28	NA	All Cohorts
RNU7-3P	NA	All Cohorts
SNORD45	NA	All Cohorts
MIR5589	NA	All Cohorts
RNA5SP270	NA	All Cohorts
CCNYL3	NA	All Cohorts
RNU6-1108P	NA	All Cohorts
MIR1976	NA	All Cohorts
MIR4444-2	NA	All Cohorts
MIR553	NA	All Cohorts
SNORD115	NA	All Cohorts
MIR8080	NA	All Cohorts
MIR6500	NA	All Cohorts
MIR3180-3	NA	All Cohorts
RNU7-123P	NA	All Cohorts
MIR6731	NA	All Cohorts
RNU6-895P	NA	All Cohorts
MIR4287	NA	All Cohorts
RNA5SP361	NA	All Cohorts
MIR5697	NA	All Cohorts
SNORD111B	NA	All Cohorts
MIR3115	NA	All Cohorts
RNU6-121P	NA	All Cohorts
RNU6-337P	NA	All Cohorts
SNORD96B	NA	All Cohorts
RNU6-320P	NA	All Cohorts
RNU4-64P	NA	All Cohorts
MIR190A	NA	All Cohorts
MIR6842	NA	All Cohorts
MIR4759	NA	All Cohorts
RPS29P30	NA	All Cohorts
SNORD115-37	NA	All Cohorts
SNORD18	NA	All Cohorts
RNU6-602P	NA	All Cohorts
IGLJ4	NA	All Cohorts
MIR129-2	NA	All Cohorts
MIR3179-2	NA	All Cohorts
RNU7-27P	NA	All Cohorts
U7	NA	All Cohorts
MIR6866	NA	All Cohorts
MIR3617	NA	All Cohorts
RNU6-1009P	NA	All Cohorts
HSFY8P	NA	All Cohorts
MIR4698	NA	All Cohorts
RNA5SP433	NA	All Cohorts
RNA5SP410	NA	All Cohorts
RNU7-61P	NA	All Cohorts
RNU6-383P	NA	All Cohorts
MIR548H4	NA	All Cohorts
RNA5SP38	NA	All Cohorts
RNU7-23P	NA	All Cohorts
RNU7-154P	NA	All Cohorts
RNU6-1227P	NA	All Cohorts
MIR3179-3	NA	All Cohorts
RNU6-710P	NA	All Cohorts
MIR450B	NA	All Cohorts
RBMY1KP	NA	All Cohorts
RNU6-1109P	NA	All Cohorts
RNA5SP427	NA	All Cohorts
MIR4654	NA	All Cohorts
MIR4652	NA	All Cohorts
CPEB3_ribozyme	NA	All Cohorts
MIR5690	NA	All Cohorts
RNU6-239P	NA	All Cohorts
SNRPGP7	NA	All Cohorts
MIR4308	NA	All Cohorts
RNA5SP279	NA	All Cohorts
MIR8077	NA	All Cohorts
RNY4P28	NA	All Cohorts
RNU6-424P	NA	All Cohorts
RNU6-728P	NA	All Cohorts
RNA5SP359	NA	All Cohorts
RNU6-1339P	NA	All Cohorts
MIR6090	NA	All Cohorts
MIR8056	NA	All Cohorts
MIR4739	NA	All Cohorts
AC013791.1	NA	All Cohorts
RNU6-818P	NA	All Cohorts
RNA5SP403	NA	All Cohorts
MIR107	NA	All Cohorts
MIR520A	NA	All Cohorts
SNORD81	NA	All Cohorts
MIR4532	NA	All Cohorts
SNORD114-1	NA	All Cohorts
RNU6-73P	NA	All Cohorts
MIR4708	NA	All Cohorts
MIR184	NA	All Cohorts
MIR494	NA	All Cohorts
SNORD115-47	NA	All Cohorts
RNU7-81P	NA	All Cohorts
MIR4252	NA	All Cohorts
MIR4277	NA	All Cohorts
MIR190B	NA	All Cohorts
MIR525	NA	All Cohorts
RNU6-65P	NA	All Cohorts
MIR6760	NA	All Cohorts
RNU7-47P	NA	All Cohorts
RNU6-899P	NA	All Cohorts
MIR16-1	NA	All Cohorts
MIR548H2	NA	All Cohorts
BPY2DP	NA	All Cohorts
MIR605	NA	All Cohorts
SNORD114-31	NA	All Cohorts
MIR1233-1	NA	All Cohorts
RNA5SP308	NA	All Cohorts
RNU7-170P	NA	All Cohorts
RNU6-454P	NA	All Cohorts
RNU6-864P	NA	All Cohorts
MIR382	NA	All Cohorts
RNU6-811P	NA	All Cohorts
RNU7-121P	NA	All Cohorts
MIR5705	NA	All Cohorts
RNU6-809P	NA	All Cohorts
MIR4304	NA	All Cohorts
MIR1185-2	NA	All Cohorts
RNA5SP27	NA	All Cohorts
MIR8061	NA	All Cohorts
RNU6-1225P	NA	All Cohorts
RNU6-474P	NA	All Cohorts
RNU7-67P	NA	All Cohorts
MIR548B	NA	All Cohorts
MIR6868	NA	All Cohorts
RNU6-609P	NA	All Cohorts
RNU6-72P	NA	All Cohorts
RNU6-1032P	NA	All Cohorts
MIR889	NA	All Cohorts
RNU6-401P	NA	All Cohorts
IGHD7-27	NA	All Cohorts
MIR4508	NA	All Cohorts
TRAJ51	NA	All Cohorts
MIR633	NA	All Cohorts
MIR3128	NA	All Cohorts
MIR346	NA	All Cohorts
RNA5SP396	NA	All Cohorts
MIR4498	NA	All Cohorts
RNU6-440P	NA	All Cohorts
RNU6-175P	NA	All Cohorts
MIR4256	NA	All Cohorts
MIR6769B	NA	All Cohorts
RNU6-800P	NA	All Cohorts
MIR506	NA	All Cohorts
MIR5680	NA	All Cohorts
MIR4802	NA	All Cohorts
MIR4781	NA	All Cohorts
RNU6-745P	NA	All Cohorts
MIR4425	NA	All Cohorts
MIR3137	NA	All Cohorts
RNY1P7	NA	All Cohorts
RNU6-935P	NA	All Cohorts
MIR523	NA	All Cohorts
MIR3159	NA	All Cohorts
MIR4251	NA	All Cohorts
SNORD114-30	NA	All Cohorts
RNA5SP458	NA	All Cohorts
RNU6-684P	NA	All Cohorts
RNU6-855P	NA	All Cohorts
RNU7-18P	NA	All Cohorts
MIR96	NA	All Cohorts
RNU6-823P	NA	All Cohorts
MIR548H5	NA	All Cohorts
TRDJ4	NA	All Cohorts
RNU6-1242P	NA	All Cohorts
RNU6-70P	NA	All Cohorts
RNU6-1172P	NA	All Cohorts
MIR665	NA	All Cohorts
MIR5585	NA	All Cohorts
MIR518B	NA	All Cohorts
RNU6-392P	NA	All Cohorts
RNU6-1144P	NA	All Cohorts
RNU6-673P	NA	All Cohorts
MIR4676	NA	All Cohorts
MIR3134	NA	All Cohorts
MIR8066	NA	All Cohorts
TRAJ2	NA	All Cohorts
RNU6-1134P	NA	All Cohorts
SNORD114-22	NA	All Cohorts
RNU6-1168P	NA	All Cohorts
MIR3912	NA	All Cohorts
MIR4294	NA	All Cohorts
RNU7-104P	NA	All Cohorts
MIR1278	NA	All Cohorts
MIR4466	NA	All Cohorts
RNU6-1040P	NA	All Cohorts
MIR378F	NA	All Cohorts
MIR3611	NA	All Cohorts
MIR885	NA	All Cohorts
MIR1972-2	NA	All Cohorts
MIR4457	NA	All Cohorts
MIR146B	NA	All Cohorts
RNU6-1298P	NA	All Cohorts
MIR4634	NA	All Cohorts
SNORD115-27	NA	All Cohorts
RNU6-438P	NA	All Cohorts
MIR4797	NA	All Cohorts
RNU6-1031P	NA	All Cohorts
RNU6-637P	NA	All Cohorts
MIR379	NA	All Cohorts
RNU6-210P	NA	All Cohorts
RNU6-439P	NA	All Cohorts
IGHD4-4	NA	All Cohorts
MIR6862-1	NA	All Cohorts
MIR4462	NA	All Cohorts
MIR4794	NA	All Cohorts
MIR6882	NA	All Cohorts
MIR3146	NA	All Cohorts
RNA5-8SP7	NA	All Cohorts
MIR7158	NA	All Cohorts
MIR548A1	NA	All Cohorts
MIR1323	NA	All Cohorts
RNU6-159P	NA	All Cohorts
TRAJ1	NA	All Cohorts
MIR4477A	NA	All Cohorts
MIR3660	NA	All Cohorts
RNU6-369P	NA	All Cohorts
MIR8059	NA	All Cohorts
AC007631.1	NA	All Cohorts
RNU6-1114P	NA	All Cohorts
MIR4316	NA	All Cohorts
MIR4716	NA	All Cohorts
MIR548F3	NA	All Cohorts
MIR129-1	NA	All Cohorts
SNORD115-42	NA	All Cohorts
MIR1288	NA	All Cohorts
CLUHP11	NA	All Cohorts
RNU6-607P	NA	All Cohorts
snoU2-30	NA	All Cohorts
MIR302A	NA	All Cohorts
MIR7153	NA	All Cohorts
MIR1197	NA	All Cohorts
RNU6-351P	NA	All Cohorts
MIR4731	NA	All Cohorts
MIR487A	NA	All Cohorts
MIR607	NA	All Cohorts
MIR1255B2	NA	All Cohorts
SNORD82	NA	All Cohorts
MIR376A2	NA	All Cohorts
MIR4428	NA	All Cohorts
MIR2392	NA	All Cohorts
MIR4779	NA	All Cohorts
MIR548AH	NA	All Cohorts
SNORD115-7	NA	All Cohorts
RNU6-763P	NA	All Cohorts
MIR1285-2	NA	All Cohorts
MIR3670-2	NA	All Cohorts
RNU4-33P	NA	All Cohorts
MIR548F2	NA	All Cohorts
RNU6-206P	NA	All Cohorts
MIR4796	NA	All Cohorts
MIR4650-1	NA	All Cohorts
RNU7-25P	NA	All Cohorts
MIR4670	NA	All Cohorts
RNU6-1151P	NA	All Cohorts
SNORD61	NA	All Cohorts
MIR944	NA	All Cohorts
MIR8074	NA	All Cohorts
RNU6-693P	NA	All Cohorts
MIR4769	NA	All Cohorts
RNU6-636P	NA	All Cohorts
RNU7-124P	NA	All Cohorts
RNU6-961P	NA	All Cohorts
MIR299	NA	All Cohorts
RNA5SP135	NA	All Cohorts
TRAJ14	NA	All Cohorts
RNU6-559P	NA	All Cohorts
MIR370	NA	All Cohorts
SNORD83	NA	All Cohorts
MIR6078	NA	All Cohorts
MIR1290	NA	All Cohorts
AL355480.2	NA	All Cohorts
AC009969.1	NA	All Cohorts
SNORD113-7	NA	All Cohorts
RNU6-1287P	NA	All Cohorts
MIR552	NA	All Cohorts
RNY4P18	NA	All Cohorts
SNORD115-24	NA	All Cohorts
MIR548S	NA	All Cohorts
RNU6-256P	NA	All Cohorts
RNA5SP413	NA	All Cohorts
RNU7-105P	NA	All Cohorts
RNA5SP356	NA	All Cohorts
SNORD114-24	NA	All Cohorts
RNU6-161P	NA	All Cohorts
MIR8082	NA	All Cohorts
MIR520D	NA	All Cohorts
RNU6-1233P	NA	All Cohorts
RNU7-113P	NA	All Cohorts
MIR3925	NA	All Cohorts
SNORD114-12	NA	All Cohorts
MIR4764	NA	All Cohorts
MIR519D	NA	All Cohorts
TRAJ19	NA	All Cohorts
MIR2114	NA	All Cohorts
MIR3139	NA	All Cohorts
RNU6-660P	NA	All Cohorts
RNU7-21P	NA	All Cohorts
MIR3937	NA	All Cohorts
RNU6-566P	NA	All Cohorts
RNU6-887P	NA	All Cohorts
RNU6-139P	NA	All Cohorts
MIR34C	NA	All Cohorts
SNORD113-5	NA	All Cohorts
MIR5688	NA	All Cohorts
RNA5SP353	NA	All Cohorts
SNORD65	NA	All Cohorts
MIR4804	NA	All Cohorts
MIR3165	NA	All Cohorts
SNORD114-14	NA	All Cohorts
MIR875	NA	All Cohorts
MIR7854	NA	All Cohorts
MIR489	NA	All Cohorts
RNU6-499P	NA	All Cohorts
RNA5SP70	NA	All Cohorts
MIR4694	NA	All Cohorts
MIR6068	NA	All Cohorts
RNU7-11P	NA	All Cohorts
RNU6-827P	NA	All Cohorts
RNU7-165P	NA	All Cohorts
RNU6-1018P	NA	All Cohorts
MIR532	NA	All Cohorts
RNU6-1035P	NA	All Cohorts
MIR4279	NA	All Cohorts
RNU6-380P	NA	All Cohorts
TRAJ55	NA	All Cohorts
MIR301B	NA	All Cohorts
RNU7-96P	NA	All Cohorts
RNU7-22P	NA	All Cohorts
RNA5SP264	NA	All Cohorts
RNU6-980P	NA	All Cohorts
RNA5SP503	NA	All Cohorts
MIR4696	NA	All Cohorts
SNORD113-2	NA	All Cohorts
MIR8067	NA	All Cohorts
MIR449B	NA	All Cohorts
MIR4291	NA	All Cohorts
MIR1261	NA	All Cohorts
RNU7-59P	NA	All Cohorts
RNU6-732P	NA	All Cohorts
MIR1305	NA	All Cohorts
RNU7-169P	NA	All Cohorts
MIR3143	NA	All Cohorts
MIR3163	NA	All Cohorts
MIR518D	NA	All Cohorts
MTCYBP6	NA	All Cohorts
MIR3126	NA	All Cohorts
MIR32	NA	All Cohorts
MIR3129	NA	All Cohorts
MIR29A	NA	All Cohorts
MIR548U	NA	All Cohorts
MIR1-1	NA	All Cohorts
SNORD115-5	NA	All Cohorts
MIR3713	NA	All Cohorts
RNU6-420P	NA	All Cohorts
RNU6-717P	NA	All Cohorts
RNU6-746P	NA	All Cohorts
MIR4743	NA	All Cohorts
RNU6-347P	NA	All Cohorts
RNU6-1265P	NA	All Cohorts
RNU6-718P	NA	All Cohorts
RNU6-567P	NA	All Cohorts
MIR206	NA	All Cohorts
SNORD114-25	NA	All Cohorts
MIR548X2	NA	All Cohorts
MIR548AM	NA	All Cohorts
RNU6-964P	NA	All Cohorts
MIR520E	NA	All Cohorts
MIR4755	NA	All Cohorts
RNU6-1335P	NA	All Cohorts
SNORD115-43	NA	All Cohorts
MIR6854	NA	All Cohorts
MIR4451	NA	All Cohorts
RNU6-873P	NA	All Cohorts
SSXP4	NA	All Cohorts
MIR4439	NA	All Cohorts
MIR7156	NA	All Cohorts
MIR6754	NA	All Cohorts
MIR4422	NA	All Cohorts
MIR380	NA	All Cohorts
MIR1267	NA	All Cohorts
MIR4325	NA	All Cohorts
MIR99A	NA	All Cohorts
MIR660	NA	All Cohorts
MIR3193	NA	All Cohorts
RNU6-751P	NA	All Cohorts
SNORD114-13	NA	All Cohorts
MIR8088	NA	All Cohorts
MIR4692	NA	All Cohorts
MIR610	NA	All Cohorts
RNU7-24P	NA	All Cohorts
MIR4669	NA	All Cohorts
MIR6718	NA	All Cohorts
MIR4260	NA	All Cohorts
RNU6-754P	NA	All Cohorts
RNA5SP516	NA	All Cohorts
RNU6-788P	NA	All Cohorts
MIR514B	NA	All Cohorts
MIR3649	NA	All Cohorts
MIR381	NA	All Cohorts
MIR3667	NA	All Cohorts
RNU6-464P	NA	All Cohorts
SNORD77	NA	All Cohorts
SNORD115-11	NA	All Cohorts
RNU7-167P	NA	All Cohorts
MIR4460	NA	All Cohorts
RNU4ATAC6P	NA	All Cohorts
SNORD114-11	NA	All Cohorts
RNA5SP380	NA	All Cohorts
RNU7-20P	NA	All Cohorts
RNU7-71P	NA	All Cohorts
MIR5582	NA	All Cohorts
RNU6-586P	NA	All Cohorts
SNORD113-1	NA	All Cohorts
RNU6-1186P	NA	All Cohorts
MIR4496	NA	All Cohorts
RNU6-643P	NA	All Cohorts
MIR4310	NA	All Cohorts
RNA5SP271	NA	All Cohorts
MIR134	NA	All Cohorts
MIR6079	NA	All Cohorts
MIR4261	NA	All Cohorts
RNU6-300P	NA	All Cohorts
RNU6ATAC32P	NA	All Cohorts
RNU7-115P	NA	All Cohorts
RNU6-491P	NA	All Cohorts
MIR548O2	NA	All Cohorts
MIR320D1	NA	All Cohorts
MIR4450	NA	All Cohorts
RNU7-50P	NA	All Cohorts
MIR526B	NA	All Cohorts
SNORD114-16	NA	All Cohorts
MIR4423	NA	All Cohorts
MIR16-2	NA	All Cohorts
NMTRQ-TTG12-1	NA	All Cohorts
RNU6-1261P	NA	All Cohorts
MIR495	NA	All Cohorts
RNU6-1038P	NA	All Cohorts
RNU4-88P	NA	All Cohorts
RNU7-144P	NA	All Cohorts
MIR577	NA	All Cohorts
MIR8052	NA	All Cohorts
MIR1185-1	NA	All Cohorts
RNU7-95P	NA	All Cohorts
MIR501	NA	All Cohorts
CHEK2P4	NA	All Cohorts
RNU7-141P	NA	All Cohorts
RNU6-419P	NA	All Cohorts
MIR3920	NA	All Cohorts
MIR3922	NA	All Cohorts
MIR5584	NA	All Cohorts
RNU7-164P	NA	All Cohorts
MIR711	NA	All Cohorts
MIR3689E	NA	All Cohorts
RNU6-426P	NA	All Cohorts
SNORD113-8	NA	All Cohorts
MIR6074	NA	All Cohorts
MIR2909	NA	All Cohorts
MIR507	NA	All Cohorts
MIR6511A4	NA	All Cohorts
RNU6-1047P	NA	All Cohorts
MIR522	NA	All Cohorts
MIR520C	NA	All Cohorts
MIR449A	NA	All Cohorts
MIR5682	NA	All Cohorts
SNORD114-27	NA	All Cohorts
MIR128-2	NA	All Cohorts
MIRLET7F2	NA	All Cohorts
MIR5703	NA	All Cohorts
RNU6-1248P	NA	All Cohorts
MIR1200	NA	All Cohorts
MIR588	NA	All Cohorts
MIR4267	NA	All Cohorts
MIR1208	NA	All Cohorts
RNA5SP459	NA	All Cohorts
RNU7-134P	NA	All Cohorts
RNA5SP275	NA	All Cohorts
RNU7-77P	NA	All Cohorts
SNORD113-9	NA	All Cohorts
RNU6-352P	NA	All Cohorts
RNU6-391P	NA	All Cohorts
MIR4727	NA	All Cohorts
RNU7-62P	NA	All Cohorts
RNU6-1116P	NA	All Cohorts
RNU6-279P	NA	All Cohorts
RNA5SP486	NA	All Cohorts
RNU7-19P	NA	All Cohorts
MIR4289	NA	All Cohorts
MIR4417	NA	All Cohorts
MIR548AU	NA	All Cohorts
RNU6-901P	NA	All Cohorts
MIR526A1	NA	All Cohorts
MIR3141	NA	All Cohorts
RNU7-7P	NA	All Cohorts
MIR1202	NA	All Cohorts
MIR3921	NA	All Cohorts
MIR6128	NA	All Cohorts
MIR5691	NA	All Cohorts
MIR4494	NA	All Cohorts
RNU6-664P	NA	All Cohorts
RNA5SP286	NA	All Cohorts
RNU7-195P	NA	All Cohorts
RNU6-1198P	NA	All Cohorts
RNU6-493P	NA	All Cohorts
RNU6-843P	NA	All Cohorts
RNU7-84P	NA	All Cohorts
MIR934	NA	All Cohorts
MIR4736	NA	All Cohorts
RNU5E-5P	NA	All Cohorts
MIR4456	NA	All Cohorts
SNORD113-6	NA	All Cohorts
SNORD114-19	NA	All Cohorts
MIR3118-3	NA	All Cohorts
RNU6-81P	NA	All Cohorts
RNU6-1006P	NA	All Cohorts
MIR518E	NA	All Cohorts
MIR3194	NA	All Cohorts
RNU7-110P	NA	All Cohorts
MIR519E	NA	All Cohorts
RNU6-1328P	NA	All Cohorts
SNORD114-17	NA	All Cohorts
MIR8087	NA	All Cohorts
RNU7-41P	NA	All Cohorts
MIR188	NA	All Cohorts
CYP3A137P	NA	All Cohorts
RNU6-445P	NA	All Cohorts
MIR4771-1	NA	All Cohorts
MIR586	NA	All Cohorts
SNORD115-16	NA	All Cohorts
RNU7-35P	NA	All Cohorts
MIR3675	NA	All Cohorts
MIR3122	NA	All Cohorts
MIR4790	NA	All Cohorts
MIR8053	NA	All Cohorts
SNORD114-6	NA	All Cohorts
RNU6-989P	NA	All Cohorts
MIR302D	NA	All Cohorts
RNA5SP421	NA	All Cohorts
RNA5SP274	NA	All Cohorts
MIR4729	NA	All Cohorts
MIR5694	NA	All Cohorts
MIR4255	NA	All Cohorts
MIR6841	NA	All Cohorts
HMGB1P22	NA	All Cohorts
RNA5SP66	NA	All Cohorts
RNU6-721P	NA	All Cohorts
RNU6-363P	NA	All Cohorts
RNA5SP224	NA	All Cohorts
SNORD115-28	NA	All Cohorts
MIR526A2	NA	All Cohorts
RNA5SP214	NA	All Cohorts
MIR6770-3	NA	All Cohorts
RNU6-591P	NA	All Cohorts
RNU6-257P	NA	All Cohorts
